LogOfAreas,Log_X_Index,Outside_X_Index,Pixels_Areas,X_Perimeter,Sum_of_Luminosity,Length_of_Conveyer,SigmoidOfAreas,Minimum_of_Luminosity,Edges_Index,Fault_Type
1.7243,1.0792,0.0088,53,14,5558,1356,0.2901,92,0.1684,Bumps
2.98,1.0,0.0072,938,90,78470,1362,0.9999,89,0.9106,Dirtiness
1.7993,1.5185,0.0244,63,51,6165,1364,0.4284,111,0.9164,Stains
2.5024,1.1761,0.0089,318,36,28320,1352,0.7065,105,0.6427,Z_Scratch
2.2095,0.9031,0.0049,162,13,18996,1352,0.2901,101,0.0325,Dirtiness
2.5024,1.2305,0.0126,318,36,31667,1353,0.8223,33,0.5352,Healthy
1.9191,0.6021,0.0029,83,18,10196,1370,0.2288,61,0.9135,Dirtiness
3.8146,2.1399,0.1016,6596,253,675659,1358,1.0,51,0.3074,K_Scatch
1.7708,1.0792,0.0088,59,14,7446,1358,0.1696,122,0.9144,Stains
1.9395,1.0792,0.0071,87,15,9956,1652,0.2432,93,0.679,Healthy
2.1303,0.9542,0.0053,135,15,9458,1360,0.3678,78,0.4721,Pastry
1.716,0.9031,0.0047,52,9,6999,1696,0.1622,123,0.9213,Dirtiness
3.8197,2.248,0.1303,6494,269,688430,1358,1.0,39,0.0604,K_Scatch
2.5052,1.0792,0.0071,320,35,32705,1692,0.8952,28,0.0236,Healthy
2.017,0.7782,0.0044,104,16,11979,1356,0.2998,90,0.0325,Dirtiness
1.8865,1.0,0.0074,77,15,8359,1356,0.266,91,0.0128,Z_Scratch
1.9345,1.0,0.0059,86,14,8448,1692,0.266,87,0.2625,Pastry
1.2553,0.699,0.0037,18,4,2219,1360,0.1322,105,0.7551,Stains
2.0607,1.0792,0.0073,115,19,10685,1692,0.2901,87,0.0547,Bumps
1.7708,0.9542,0.0066,59,14,4585,1387,0.1954,101,0.6517,Stains
2.5551,1.0792,0.0088,359,25,34230,1692,0.8299,88,0.2791,Pastry
2.7528,1.2305,0.0126,566,73,67597,1392,0.9997,97,0.2788,Z_Scratch
1.7404,0.9542,0.0053,55,10,6216,1690,0.1773,97,0.8982,Bumps
3.0938,1.6233,0.031,1275,106,131937,1362,1.0,104,0.0325,Other_faults
1.9138,1.6021,0.0235,82,47,10329,1364,0.4796,118,0.7772,Stains
2.356,0.8451,0.0051,227,19,24102,1366,0.6514,84,0.7322,Pastry
1.2041,0.8451,0.0052,16,7,2062,1360,0.1384,111,0.8838,Stains
4.198,1.3979,0.0148,15775,929,1627403,1400,1.0,118,0.5292,Other_faults
2.0043,0.7782,0.0044,101,7,1539,1360,0.1322,120,0.6311,Stains
2.0128,0.699,0.0037,103,13,11560,1354,0.2792,96,0.3025,Bumps
3.756,2.1931,0.1149,5702,203,601643,1358,1.0,47,0.0574,K_Scatch
2.0492,1.0792,0.0088,112,16,11748,1356,0.2901,75,0.2757,Z_Scratch
2.9978,1.0414,0.0081,996,74,103558,1364,0.9999,99,0.9106,Dirtiness
2.5809,1.3222,0.0154,381,43,43968,1373,0.9254,73,0.239,Z_Scratch
2.9207,1.3617,0.0169,822,69,96340,1364,0.9995,89,0.7709,Dirtiness
2.8921,1.3979,0.0184,780,67,78470,1356,0.9979,77,0.2788,Z_Scratch
1.0792,0.9031,0.0059,12,6,1541,1387,0.14,111,0.1772,Stains
4.1084,2.1818,0.1084,12729,699,1487763,1402,1.0,38,0.0556,K_Scatch
2.1139,1.1761,0.0089,130,16,15073,1688,0.3068,97,0.1532,Other_faults
4.0868,2.1818,0.1086,12212,763,1303229,1400,1.0,26,0.0557,K_Scatch
1.716,1.1139,0.0096,52,14,6554,1358,0.1965,114,0.1439,Z_Scratch
3.5599,1.2305,0.0125,3583,251,45968,1364,1.0,113,0.1849,Pastry
2.0294,0.8451,0.0041,107,13,11169,1358,0.1892,113,0.9063,Dirtiness
4.0391,2.1818,0.1084,10941,685,1246740,1402,1.0,40,0.0585,K_Scatch
4.0496,2.1847,0.1091,11211,634,1248379,1402,1.0,27,0.0556,Healthy
2.1732,1.4472,0.0206,149,39,19691,1360,0.3882,122,0.2461,Healthy
2.9722,1.5051,0.0236,938,114,104560,1362,0.9999,96,0.2338,Z_Scratch
3.5034,2.0756,0.0776,3340,106,340284,1360,1.0,96,0.7406,Other_faults
1.2305,0.9031,0.0059,17,9,2274,1356,0.1322,114,0.8778,Stains
4.0379,2.1847,0.1091,10913,618,1320194,1400,1.0,30,0.0586,K_Scatch
2.5378,1.1139,0.0096,368,53,37264,1364,0.7147,70,0.766,Dirtiness
2.1673,0.9031,0.0047,145,13,14605,1652,0.3241,73,0.0296,Pastry
2.0453,0.699,0.0037,111,11,13662,1373,0.2792,105,0.2478,Dirtiness
2.2304,1.1139,0.0094,170,19,20000,1387,0.3678,127,0.2393,Other_faults
2.4297,1.2553,0.0132,269,28,28625,1356,0.7037,93,0.1211,Pastry
3.7979,2.1931,0.1149,6294,205,661448,1358,1.0,42,0.0633,K_Scatch
2.0569,1.0414,0.0065,114,13,14369,1690,0.2901,91,0.5521,Bumps
3.9815,2.1818,0.1082,9210,657,945839,1402,1.0,33,0.0585,K_Scatch
2.567,1.1139,0.0095,369,18,35005,1373,0.8102,61,0.0,Pastry
2.1367,0.7782,0.0044,137,15,17101,1692,0.3241,71,0.4686,Healthy
1.716,0.9031,0.0059,52,9,7385,1358,0.14,129,0.8118,Pastry
1.2041,0.699,0.0037,16,7,2034,1360,0.1322,110,0.7393,Stains
3.2634,1.9731,0.0612,1851,169,201109,1692,1.0,101,0.1443,Other_faults
2.0864,1.1461,0.0103,122,23,13505,1358,0.4366,105,0.7385,K_Scatch
3.4586,1.5441,0.0258,2875,62,316233,1356,0.7955,84,0.1296,Z_Scratch
4.0343,2.1987,0.1127,10821,754,1238454,1402,1.0,36,0.0585,K_Scatch
2.2967,0.9542,0.0066,196,19,19738,1687,0.4913,98,0.7585,Pastry
2.1367,0.9031,0.0059,137,21,16692,1362,0.2901,115,0.0443,Dirtiness
2.7218,1.5185,0.0243,527,62,63000,1356,0.9999,97,0.2032,Other_faults
2.7566,1.6233,0.031,521,61,63525,1362,0.9998,119,0.5191,Dirtiness
2.0607,0.9542,0.0066,115,30,11804,1688,0.3359,86,0.0605,Healthy
1.716,0.9542,0.0065,52,10,5816,1387,0.1773,139,0.7944,Stains
2.8,1.3617,0.0169,659,44,63000,1694,0.997,73,0.0,Bumps
2.0969,1.0414,0.0065,125,12,14875,1687,0.2901,113,0.0148,Other_faults
3.803,2.238,0.1274,6309,263,659881,1358,1.0,38,0.0604,Healthy
1.8062,1.0,0.0074,64,20,6651,1354,0.2061,56,0.0265,Healthy
4.0974,2.2577,0.1296,12063,795,1431766,1398,1.0,27,0.0558,K_Scatch
4.0974,2.2553,0.1252,12489,731,1452556,1398,1.0,25,0.0558,K_Scatch
1.7076,0.9031,0.0049,51,12,5857,1626,0.2116,115,0.3877,Bumps
2.3541,1.1139,0.0099,226,28,25800,1692,0.8355,88,0.1712,Healthy
2.4014,1.2305,0.0125,252,27,25563,1364,0.5903,84,0.3171,Bumps
2.1367,0.7782,0.0044,137,15,17101,1692,0.3241,71,0.4686,Healthy
1.9243,0.7782,0.0044,84,12,9260,1356,0.215,83,0.0383,Z_Scratch
2.6484,0.9542,0.0065,444,9,48231,1387,0.9236,35,0.013,Dirtiness
1.7482,0.9031,0.0047,56,15,7579,1358,0.1892,95,0.8778,Healthy
1.8451,1.2305,0.01,70,18,7842,1690,0.1934,81,0.6699,Other_faults
2.8722,1.1139,0.0094,744,65,71130,1387,0.9996,44,0.9106,Dirtiness
2.7566,1.3979,0.0184,571,73,53750,1387,0.9998,45,0.0399,K_Scatch
1.2553,0.6021,0.0044,18,4,2267,1356,0.14,111,0.9146,Stains
1.7076,1.0792,0.0088,51,15,5558,1358,0.2583,78,0.7585,Bumps
2.1461,1.0792,0.0089,140,17,14830,1354,0.3241,99,0.0345,Z_Scratch
1.9191,1.1461,0.0103,83,20,10893,1364,0.2901,87,0.4036,Other_faults
2.3541,1.0792,0.0071,226,18,28906,1687,0.6574,53,0.0,Pastry
1.0792,0.699,0.0037,12,6,1541,1360,0.1307,113,0.7338,Stains
2.2041,1.2041,0.0095,160,24,21321,1364,0.3197,105,0.3338,Healthy
3.8084,2.2355,0.1267,6432,293,667465,1358,1.0,41,0.0604,K_Scatch
2.5832,1.5911,0.0287,383,81,47481,1356,0.9779,95,0.6435,Z_Scratch
2.7316,1.2305,0.0101,515,61,65860,1387,0.9998,104,0.105,Healthy
2.0899,1.1461,0.0102,123,26,15526,1354,0.4399,109,0.3139,Z_Scratch
1.8195,0.9542,0.0066,66,9,7446,1358,0.1852,112,0.6613,Stains
1.9243,0.9031,0.0059,84,12,8375,1387,0.1852,81,0.1252,Pastry
2.2878,1.1139,0.0096,194,31,21640,1356,0.4729,97,0.8111,Z_Scratch
3.5951,1.5185,0.0243,3936,196,407163,1360,1.0,48,0.0705,K_Scatch
1.7993,1.1761,0.0089,63,17,7145,1650,0.2018,117,0.2298,Bumps
2.0864,1.2041,0.0118,122,28,15896,1356,0.3479,104,0.6402,Z_Scratch
2.6096,1.2041,0.0116,407,56,43750,1374,0.929,119,0.1684,Healthy
3.7438,2.1106,0.0957,5632,157,626586,1358,1.0,73,0.6613,Other_faults
2.1553,1.301,0.0147,143,26,14298,1353,0.4963,104,0.2672,Other_faults
2.7259,1.3802,0.0142,532,52,58088,1687,0.9071,97,0.7322,Healthy
3.7928,2.2253,0.1237,6210,296,645839,1358,1.0,44,0.0604,K_Scatch
2.1335,0.699,0.0037,136,32,17413,1352,0.3068,116,0.0325,Pastry
2.1367,1.2041,0.0118,137,24,15526,1362,0.4399,78,0.0291,Bumps
2.3617,1.1461,0.0083,230,32,27453,1687,0.5822,108,0.5624,Other_faults
2.5832,1.8325,0.0402,383,67,45215,1362,0.9537,106,0.7107,Other_faults
2.8306,1.5185,0.0243,677,114,86417,1356,0.9998,103,0.1443,Z_Scratch
2.4314,0.9542,0.0066,270,34,31583,1372,0.7659,96,0.9834,Healthy
2.2601,1.0,0.0059,182,11,22232,1694,0.5212,101,0.0206,Pastry
1.9395,1.0792,0.0088,87,19,10070,1360,0.2583,96,0.7406,Bumps
2.356,0.9542,0.0053,227,22,20528,1687,0.5362,84,0.0202,Other_faults
2.4232,1.0792,0.0071,265,41,29386,1696,0.7955,86,0.1183,Pastry
2.2253,0.8451,0.0051,168,29,18671,1362,0.4399,105,0.2401,Z_Scratch
1.2305,0.7782,0.0044,17,7,2267,1358,0.14,109,0.8778,Stains
1.9085,1.3424,0.0161,81,32,10675,1364,0.2432,120,0.0279,Healthy
1.7634,0.8451,0.0052,58,10,5690,1364,0.2482,77,0.8123,Dirtiness
2.1614,0.8451,0.0041,145,13,14032,1356,0.417,99,0.8651,Pastry
2.4683,1.1761,0.0109,294,28,28320,1353,0.7955,90,0.4353,Pastry
2.0453,1.0,0.0074,111,15,12919,1360,0.266,111,0.7338,Other_faults
1.8389,0.8451,0.0041,69,9,7446,1650,0.2116,99,0.0236,Bumps
2.4265,0.9031,0.0047,267,11,24807,1687,0.4913,87,0.0047,Healthy
1.5441,0.7782,0.0044,35,8,4606,1358,0.133,105,0.3675,Stains
3.811,2.243,0.1289,6653,302,693100,1358,1.0,42,0.0604,K_Scatch
2.1553,1.1761,0.0111,143,26,12587,1353,0.3601,55,0.4106,Bumps
2.8,1.2553,0.0133,695,39,76627,1356,0.9917,92,0.1271,Z_Scratch
1.0792,0.6021,0.0029,12,4,1504,1360,0.1322,123,0.8838,Stains
1.8062,1.3979,0.0148,64,31,7498,1358,0.1954,91,0.8429,Healthy
1.8062,0.699,0.0037,64,10,7279,1360,0.1954,107,0.4368,Dirtiness
2.7348,1.6233,0.031,566,61,61497,1372,0.9987,99,0.4223,Other_faults
2.989,1.7243,0.0654,975,109,92750,1362,1.0,61,0.0148,Z_Scratch
2.8267,0.9542,0.0066,659,69,67597,1364,0.9998,90,0.9061,Pastry
2.3096,1.1139,0.0096,204,26,22478,1354,0.5708,97,0.0354,Z_Scratch
1.9031,1.8325,0.0402,80,44,10361,1356,0.2348,111,0.2054,Other_faults
1.9395,0.9031,0.0047,87,14,11562,1687,0.2288,83,0.6619,Other_faults
2.4609,1.0792,0.0089,289,35,30229,1353,0.8299,72,0.0,Other_faults
1.8751,0.9542,0.0066,75,17,7525,1356,0.2051,81,0.1495,Bumps
2.0043,1.0,0.0074,101,18,11656,1356,0.2928,95,0.4595,Z_Scratch
4.0408,2.179,0.1077,10986,538,1273434,1402,1.0,30,0.0556,K_Scatch
4.3078,2.281,0.1364,20313,755,2400588,1400,1.0,23,0.0586,K_Scatch
1.9085,1.0414,0.0081,81,15,8063,1356,0.2051,91,0.5325,Z_Scratch
2.0864,1.3979,0.0184,121,33,13836,1362,0.5296,118,0.2917,Z_Scratch
3.9272,2.2577,0.1326,8457,261,945879,1358,1.0,38,0.0575,K_Scatch
1.716,1.0,0.0061,52,10,5369,1694,0.1934,90,0.1478,Dirtiness
2.5024,1.6128,0.0294,318,40,39987,1354,0.9048,114,0.1162,Z_Scratch
1.7708,0.699,0.0037,59,10,7143,1358,0.1852,117,0.9808,Stains
2.2577,0.9031,0.0058,181,22,20267,1354,0.3725,104,0.0389,Dirtiness
2.4232,1.3802,0.0176,265,36,31245,1364,0.8848,113,0.4047,Healthy
2.42,1.5051,0.0236,264,50,32153,1362,0.8153,106,0.6995,Other_faults
2.3874,1.2305,0.0125,244,22,27037,1356,0.7955,111,0.1324,Z_Scratch
1.7404,1.2041,0.0118,55,20,7145,1360,0.2195,102,0.7665,Other_faults
3.4322,1.3979,0.0185,2705,34,31551,1353,0.9236,105,0.3142,Healthy
1.9191,1.2041,0.0118,83,19,9208,1358,0.3479,103,0.0236,Other_faults
2.4232,1.0,0.0074,265,25,30229,1354,0.6868,94,0.0073,Z_Scratch
3.8224,2.248,0.1303,6644,229,689961,1358,1.0,40,0.0604,K_Scatch
2.2095,0.9031,0.0049,162,13,18996,1352,0.2901,101,0.0325,Dirtiness
1.2305,0.7782,0.0044,17,9,2198,1358,0.14,123,0.8838,Stains
1.9823,1.0,0.0059,96,15,5637,1692,0.2288,58,0.0095,Bumps
2.0864,0.9031,0.0049,122,11,15923,1630,0.2901,91,0.2408,Pastry
3.7989,2.243,0.1291,6397,274,669161,1356,1.0,41,0.0605,K_Scatch
3.2865,1.4914,0.0229,1934,106,144769,1392,1.0,104,0.1941,Pastry
1.2553,0.8451,0.0052,18,7,2319,1354,0.1384,105,0.8542,Stains
4.0449,2.179,0.1077,11089,593,1293558,1402,1.0,31,0.0585,K_Scatch
2.0645,0.699,0.0037,116,14,10318,1353,0.2288,79,0.0383,Healthy
1.6628,0.9031,0.0058,46,10,8851,1387,0.1773,190,0.8371,K_Scatch
1.8451,0.9031,0.0059,70,25,7882,1364,0.1773,90,0.971,Dirtiness
1.7324,1.1461,0.0083,54,17,7145,1358,0.2583,104,0.5691,Stains
2.4232,1.0414,0.0081,265,21,19139,1354,0.6422,86,0.0071,Healthy
2.6405,1.3222,0.0124,448,19,51176,1692,0.8513,110,0.0133,Dirtiness
2.1367,0.9542,0.0053,137,25,150413,1692,0.3479,91,0.1684,Pastry
2.1367,0.9031,0.0059,137,21,16692,1362,0.2901,115,0.0443,Dirtiness
2.2504,1.0,0.0074,178,28,17587,1356,0.4913,84,0.0236,Z_Scratch
1.716,0.9542,0.0066,52,12,7551,1360,0.1954,115,0.8468,Stains
3.1766,1.5798,0.028,1570,44,180215,1356,1.0,93,0.4164,Z_Scratch
2.0128,1.0,0.0074,103,21,12773,1364,0.3834,92,0.0355,Dirtiness
1.2041,0.699,0.0037,16,5,2001,1358,0.1322,102,0.7202,Stains
1.9445,0.7782,0.0044,88,15,9968,1358,0.2384,102,0.1261,Pastry
2.0569,1.3222,0.0154,114,33,13505,1354,0.556,103,0.2662,Z_Scratch
2.5478,1.3979,0.0161,353,28,34230,1358,0.6453,96,0.0573,Bumps
2.896,1.3424,0.0158,787,94,77840,1360,0.9998,84,0.0856,Healthy
2.7993,1.0414,0.0081,566,56,60109,1353,0.9994,68,0.8473,Other_faults
2.0414,1.0414,0.0065,110,15,10893,1648,0.23,77,0.1247,Other_faults
1.8261,1.0,0.0073,67,12,7551,1362,0.2061,87,0.6761,K_Scatch
1.9956,1.0792,0.0088,99,21,11868,1360,0.2583,89,0.3962,Z_Scratch
2.5024,1.2553,0.0132,318,24,31789,1627,0.9373,89,0.3123,Bumps
2.0374,1.0792,0.0088,109,20,10694,1362,0.2901,76,0.0747,Bumps
2.2304,1.2041,0.0118,170,28,19728,1356,0.633,118,0.0486,Z_Scratch
2.0414,1.0792,0.0088,110,12,11425,1354,0.2432,73,0.3348,Bumps
3.7646,2.1523,0.1051,5814,191,675659,1402,1.0,45,0.0556,K_Scatch
2.3096,1.0414,0.0081,204,26,21408,1687,0.5642,77,0.4164,Bumps
2.2201,0.9031,0.0047,166,18,18695,1687,0.3509,104,0.025,Other_faults
1.3222,0.8451,0.0052,21,9,2633,1358,0.1441,118,0.8532,Stains
1.2553,0.7782,0.0044,18,7,2370,1358,0.1353,118,0.9087,Stains
1.716,0.9031,0.0059,52,9,5141,1360,0.1773,66,0.8693,Healthy
3.845,2.2553,0.1327,6882,285,723643,1358,1.0,42,0.0574,K_Scatch
2.1461,1.1139,0.0077,140,19,15517,1688,0.4089,87,0.4985,Bumps
4.1821,2.248,0.125,14875,636,1546189,1400,1.0,25,0.0586,K_Scatch
2.2304,1.0,0.0074,170,23,20528,1353,0.4465,115,0.0192,Other_faults
2.8998,1.0,0.0073,794,59,81625,1364,0.9995,94,0.9164,Dirtiness
1.2553,0.8451,0.0052,18,7,2310,1360,0.1441,107,0.7158,Stains
1.8195,1.0414,0.0065,66,14,6613,1692,0.2432,93,0.8967,Bumps
3.3239,1.9031,0.0546,20313,167,2400588,1400,1.0,27,0.0557,Healthy
2.0569,1.1461,0.0103,114,16,12705,1356,0.2901,75,0.5272,Z_Scratch
1.8261,1.0414,0.0081,67,14,7486,1358,0.2288,102,0.5712,Other_faults
1.8261,0.8451,0.0048,67,10,7384,1662,0.1822,100,0.7418,Other_faults
1.8195,1.0,0.0059,66,11,7164,1710,0.2061,97,0.6143,Bumps
2.1004,1.0792,0.0089,126,25,15672,1710,0.4366,119,0.2159,Dirtiness
1.2041,0.699,0.0037,16,5,2025,1360,0.1322,111,0.8177,Stains
2.0792,1.1139,0.0096,120,23,13351,1353,0.3834,125,0.1435,Stains
1.2041,0.8451,0.0052,16,4,1961,1358,0.1384,113,0.7158,Stains
1.7708,0.9031,0.0059,59,15,5577,1650,0.1852,87,0.0192,Pastry
2.1271,1.0414,0.0081,134,29,14926,1364,0.4317,109,0.9164,Dirtiness
2.4609,0.9031,0.0059,289,16,32134,1354,0.7659,101,0.0325,Dirtiness
4.2601,2.3503,0.1602,18896,731,230158,1400,1.0,23,0.0585,K_Scatch
2.0043,0.9542,0.0066,101,14,11126,1360,0.2928,112,0.8706,Bumps
1.2305,0.7782,0.0044,17,5,2198,1358,0.1322,102,0.6985,Stains
1.8195,1.0,0.0062,66,12,7519,1624,0.2061,99,0.6026,Other_faults
2.6656,1.3617,0.0165,460,69,58857,1356,0.9831,106,0.3142,Z_Scratch
1.8195,1.0792,0.0071,66,16,7683,1686,0.2583,84,0.4632,Bumps
2.4232,0.9031,0.0059,265,25,27036,1360,0.6514,95,0.7094,Bumps
2.3139,1.3802,0.0176,206,30,26694,1360,0.7474,107,0.0676,Healthy
2.4728,1.1139,0.0094,297,27,32335,1387,0.7955,92,0.9164,Pastry
1.716,1.0,0.0059,52,10,5228,1650,0.2061,86,0.4576,Bumps
3.7403,1.3424,0.0161,5327,198,579951,1354,1.0,108,0.0699,Z_Scratch
2.1461,1.1761,0.0109,140,32,15515,1354,0.4235,92,0.4763,Other_faults
2.1004,0.8451,0.0052,126,25,14260,1358,0.3479,80,0.0251,Z_Scratch
2.2833,1.415,0.0191,192,31,24530,1352,0.7411,112,0.2106,Bumps
1.7853,0.9542,0.0054,61,17,6761,1658,0.2288,73,0.0638,Pastry
3.0645,1.2041,0.0117,1176,168,118721,1356,1.0,93,0.6785,Z_Scratch
3.6152,1.7559,0.0427,4223,157,450619,1666,1.0,47,0.0972,K_Scatch
2.1173,1.1139,0.0096,131,20,14830,1354,0.2739,107,0.1581,Z_Scratch
2.2648,1.0414,0.0081,184,15,22191,1354,0.4219,116,0.3319,Z_Scratch
1.716,0.7782,0.0044,52,8,775,1358,0.1687,115,0.6427,Stains
1.2041,0.9031,0.0059,16,10,2062,1358,0.1773,120,0.9314,Stains
2.0756,1.0792,0.0071,119,29,13352,1687,0.5212,102,0.1909,Bumps
3.823,2.243,0.1289,6652,310,693100,1358,1.0,40,0.0604,K_Scatch
2.1847,1.2787,0.0139,153,30,16835,1364,0.5659,96,0.3979,Healthy
2.2553,0.9542,0.0066,180,23,2187,1356,0.4763,64,0.0862,Z_Scratch
3.7692,2.2279,0.1246,5877,262,600867,1358,1.0,40,0.0604,K_Scatch
1.716,0.9031,0.0059,52,9,5141,1360,0.1773,66,0.8693,Healthy
2.0607,0.9542,0.0066,115,13,13173,1364,0.2583,106,0.9003,Dirtiness
2.2201,1.0414,0.0065,166,19,16645,1648,0.3419,77,0.7331,Bumps
3.1297,1.0414,0.0081,1348,76,1327403,1353,1.0,78,0.8763,Pastry
3.8236,2.2253,0.1237,6499,266,676562,1358,1.0,43,0.0604,K_Scatch
3.8098,2.2279,0.1246,6234,286,659881,1358,1.0,41,0.0574,K_Scatch
1.7482,1.1139,0.0096,56,25,7451,1354,0.1965,120,0.2863,Z_Scratch
1.7324,0.9031,0.0047,54,10,6127,1690,0.1822,87,0.7471,Other_faults
2.9974,1.3617,0.0166,994,61,5714,1692,0.9999,62,0.1106,Other_faults
1.2041,0.9031,0.0059,16,8,2025,1364,0.1322,110,0.8897,Stains
3.7977,2.233,0.1259,6282,266,614756,1358,1.0,38,0.0604,Other_faults
2.0043,0.9542,0.0066,101,28,12560,1372,0.4138,110,0.721,Healthy
2.7528,1.0792,0.0088,536,37,53525,1353,0.9856,78,0.2083,Pastry
2.8932,1.0792,0.0088,784,61,81625,1364,0.9969,111,0.9091,Dirtiness
1.8261,1.2787,0.0115,67,22,8355,1692,0.1715,95,0.6162,Healthy
3.1082,1.5185,0.0242,1275,104,132939,1364,1.0,89,0.0355,Dirtiness
1.716,0.8451,0.0052,52,12,4314,1360,0.1773,28,0.5821,Healthy
1.8633,0.9542,0.0053,73,13,7964,1686,0.1934,99,0.9562,Bumps
2.1004,1.1139,0.0077,126,15,10152,1690,0.1965,70,0.242,Bumps
3.0515,1.5563,0.0266,1183,68,121595,1364,1.0,97,0.0877,Pastry
2.5966,1.1761,0.011,395,40,39229,1352,0.9888,85,0.0,Z_Scratch
1.8325,1.0414,0.0066,68,14,6863,1658,0.257,77,0.0362,Healthy
1.3424,0.7782,0.0035,22,9,3166,1692,0.1483,115,0.8895,Other_faults
2.7505,1.4314,0.0188,563,32,67967,1690,0.9997,92,0.9061,Bumps
1.7634,0.9542,0.0053,58,13,6972,1690,0.1862,93,0.7123,Dirtiness
2.1072,1.2305,0.0121,128,24,13196,1364,0.4729,82,0.1596,Z_Scratch
3.3508,1.0414,0.0081,2243,165,262543,1353,1.0,99,0.0739,Pastry
2.4378,1.1139,0.0096,273,23,29895,1354,0.7512,104,0.0236,Z_Scratch
1.2305,0.8451,0.0052,17,7,2121,1358,0.1384,114,0.8118,Stains
2.2504,1.1461,0.0103,178,16,21691,1632,0.463,97,0.8371,Bumps
1.7781,0.9031,0.0059,60,12,6761,1366,0.2288,109,0.0383,Dirtiness
2.1903,1.1139,0.008,155,22,16258,1626,0.4729,71,0.1281,Bumps
1.7781,1.0,0.0073,60,15,7605,1387,0.1852,195,0.8304,Other_faults
2.1644,1.301,0.0119,146,35,16579,1352,0.6268,104,0.0485,Z_Scratch
2.1673,1.1461,0.0103,145,17,16061,1356,0.33,85,0.0266,Z_Scratch
1.3802,0.8451,0.0052,24,7,3214,1356,0.14,89,0.0355,Z_Scratch
1.8921,0.8451,0.0051,78,11,7804,1354,0.2051,81,0.1478,Z_Scratch
1.7324,0.7782,0.0043,54,6,775,1360,0.2195,120,0.4433,Stains
4.2395,2.238,0.1238,17357,763,2034432,1398,1.0,29,0.0558,K_Scatch
1.7324,0.9031,0.0047,54,11,5712,1358,0.1773,95,0.0133,Z_Scratch
2.2253,1.3979,0.015,168,36,23155,1668,0.6514,119,0.1856,Other_faults
1.0792,0.699,0.0037,12,6,1522,1360,0.1499,110,0.2771,Stains
1.2041,0.9542,0.0053,16,8,2015,1358,0.1773,110,0.1723,Stains
2.2553,1.0792,0.0071,180,12,21326,1687,0.3601,82,0.8371,Pastry
1.8261,1.6021,0.0237,67,42,9556,1360,0.1852,109,0.2289,Healthy
1.8451,1.0,0.0059,70,12,7181,1624,0.2018,97,0.6304,Pastry
2.989,1.0792,0.0071,975,57,76361,1687,0.9999,59,0.0,Pastry
2.0828,1.2787,0.014,121,23,12367,1356,0.2739,96,0.0605,Z_Scratch
3.1766,1.5798,0.028,1570,44,180215,1356,1.0,93,0.4164,Z_Scratch
2.4969,1.5563,0.0212,309,83,30361,1356,0.9969,116,0.0189,K_Scatch
3.8064,2.238,0.1274,6108,276,660910,1358,1.0,38,0.0604,K_Scatch
2.1139,1.5682,0.0218,130,28,14896,1650,0.2359,114,0.9685,Other_faults
2.1399,1.2041,0.0118,137,29,16891,1364,0.6438,111,0.3613,Bumps
2.8445,1.301,0.0148,699,30,84461,1362,0.9998,113,0.325,Dirtiness
2.4624,1.0792,0.0074,291,34,28711,1666,0.8612,43,0.7287,Pastry
0.7782,0.9031,0.0059,6,10,718,1356,0.14,116,0.9003,Stains
3.803,2.238,0.1274,6679,257,638448,1358,1.0,38,0.0574,K_Scatch
3.7904,2.2279,0.1244,6172,248,648030,1360,1.0,41,0.0604,K_Scatch
1.7404,1.3424,0.0129,55,20,8442,1690,0.2173,67,0.4106,Bumps
1.716,0.9031,0.0058,52,10,6337,1360,0.1892,94,0.8331,Other_faults
2.0607,1.0792,0.0089,115,18,10136,1354,0.2253,71,0.0277,Z_Scratch
2.7168,1.0792,0.0088,563,23,61209,1356,0.9685,79,0.0369,Z_Scratch
1.2041,0.8451,0.0052,16,7,1961,1352,0.1384,90,0.2312,Healthy
2.4579,1.0792,0.0088,288,35,30229,1364,0.6648,113,0.4302,Healthy
2.1461,1.3979,0.0184,140,38,178588,1360,0.417,119,0.3119,K_Scatch
2.2068,1.5315,0.0251,161,44,20262,1364,0.761,118,0.7273,Healthy
2.1584,1.2305,0.0125,144,44,16975,1356,0.3977,84,0.0147,Z_Scratch
2.4683,1.0792,0.0089,294,20,26197,1354,0.6868,87,0.9765,Healthy
1.0792,0.7782,0.0044,12,5,1543,1358,0.1361,111,0.6143,Stains
1.9243,1.0414,0.0068,84,11,7457,1688,0.2173,77,0.0,Other_faults
1.7243,0.8451,0.0052,53,19,5616,1692,0.1892,87,0.0162,Pastry
1.8692,0.8451,0.0051,74,13,7486,1356,0.257,123,0.6302,Other_faults
1.2305,0.699,0.0037,17,6,2193,1358,0.1322,115,0.7355,Stains
2.3284,1.2787,0.0139,213,24,20512,1362,0.6559,85,0.4106,Bumps
1.2553,0.8451,0.0052,18,8,2319,1358,0.1262,111,0.1456,Stains
2.5809,1.5911,0.0287,381,42,348957,1694,0.9172,103,0.7974,Bumps
1.7324,0.699,0.0037,54,7,6859,1358,0.1417,105,0.8118,Stains
2.0043,1.2041,0.0115,102,20,10704,1360,0.2739,105,0.8297,Bumps
2.0414,1.0,0.0059,110,13,12348,1354,0.286,100,0.2441,Healthy
1.8325,1.6021,0.0237,68,40,9934,1356,0.1852,114,0.7228,K_Scatch
